Actor1,Actor10,Actor2,Actor3,Actor4,Actor5,Actor6,Actor7,Actor8,Actor9,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
Al Pacino,,Robert De Niro,Robert Duvall,,,,,,,"Al Pacino, Robert De Niro, Robert Duvall",Won 6 Oscars. 17 wins & 21 nominations total,"$47,834,595 ",United States,N/A,Francis Ford Coppola,"Crime, Drama","English, Italian, Spanish, Latin, Sicilian",90,"The continuing saga of the Corleone crime family tells the story of a young Vito Corleone growing up in Sicily and in 1910s New York; and follows Michael Corleone in the 1950s as he attempts to expand the family business into Las Vegas, Hollywood and Cuba.",https://m.media-amazon.com/images/M/MV5BMDIxMzBlZDktZjMxNy00ZGI4LTgxNDEtYWRlNzRjMjJmOGQ1XkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",18-Dec-74,TRUE,202 min,The Godfather Part II,movie,N/A,"Francis Ford Coppola, Mario Puzo",1974,tt0071562,9,"1,478,804"
Al Pacino,,Diane Keaton,Andy Garcia,,,,,,,"Al Pacino, Diane Keaton, Andy Garcia",Nominated for 7 Oscars. 6 wins & 23 nominations total,"$66,761,392 ",United States,N/A,Francis Ford Coppola,"Crime, Drama","English, Italian, German, Latin, Persian",60,"In the final installment of the Godfather Trilogy, an aging Don Michael Corleone seeks to legitimize his crime family's interests and remove himself from the violent underworld but is kept back by the ambitions of the young. While he attempts to link the Corleone's finances with the Vatican, Michael must deal with the machinations of a hungrier gangster seeking to upset the existing Mafioso order and a young protege's love affair with his daughter.",https://m.media-amazon.com/images/M/MV5BMDVjODgzNTEtNjBiNS00ODBjLWEwZjUtMDljZTFhOTA4M2MxXkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",25-Dec-90,TRUE,162 min,The Godfather Part III,movie,N/A,"Mario Puzo, Francis Ford Coppola",1990,tt0099674,7.5,"449,474"
Leonardo DiCaprio,,Carey Mulligan,Joel Edgerton,,,,,,,"Leonardo DiCaprio, Carey Mulligan, Joel Edgerton",Won 2 Oscars. 51 wins & 86 nominations total,"$144,857,996 ","Australia, United States",N/A,Baz Luhrmann,"Drama, Romance",English,55,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",10-May-13,TRUE,143 min,The Great Gatsby,movie,N/A,"Baz Luhrmann, Craig Pearce, F. Scott Fitzgerald",2013,tt1343092,7.2,"635,505"
Zach Galifianakis,,Bradley Cooper,Justin Bartha,,,,,,,"Zach Galifianakis, Bradley Cooper, Justin Bartha",Nominated for 1 BAFTA Award13 wins & 25 nominations total,"$277,339,746 ","United States, Germany",N/A,Todd Phillips,Comedy,English,73,"Angelenos Doug Billings and Tracy Garner are about to get married. Two days before the wedding, the four men in the wedding party - Doug, Doug's two best buddies Phil Wenneck and Stu Price, and Tracy's brother Alan Garner - hop into Tracy's father's beloved Mercedes convertible for a 24-hour stag party to Las Vegas. Phil, a married high school teacher, has the same maturity level as his students when he's with his pals. Stu, a dentist, is worried about everything, especially what his controlling girlfriend Melissa thinks. Because she disapproves of traditional male bonding rituals, Stu has to lie to her about the stag, he telling her that they are going on a wine tasting tour in the Napa Valley. Regardless, he intends on eventually marrying her, against the advice and wishes of his friends. And Alan seems to be unaware of what are considered the social graces of the western world. The morning after their arrival in Las Vegas, they awaken in their hotel suite each with the worst hangover. None remembers what happened in the past twelve or so hours. The suite is in shambles. And certain things are in the suite that shouldn't be, and certain things that should be in the suite are missing. Probably the most important in the latter category is Doug. As Phil, Stu and Alan try to find Doug using only what little pieces of information they have at hand, they go on a journey of discovery of how certain things got into the suite and what happened to the missing items. However they are on a race for time as if they can't find Doug in the next few hours, they are going to have to explain to Tracy why they are not yet back in Los Angeles. And even worse, they may not find Doug at all before the wedding.",https://m.media-amazon.com/images/M/MV5BNDI2MzBhNzgtOWYyOS00NDM2LWE0OGYtOGQ0M2FjMTI2NTllXkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",5-Jun-09,TRUE,100 min,The Hangover,movie,N/A,"Jon Lucas, Scott Moore",2009,tt1119646,7.7,"910,547"
Chris Pratt,,Will Ferrell,Elizabeth Banks,,,,,,,"Chris Pratt, Will Ferrell, Elizabeth Banks",Nominated for 1 Oscar. 72 wins & 67 nominations total,"$257,966,122 ","United States, Denmark, Australia, Norway",N/A,"Phil Lord, Christopher Miller","Animation, Action, Adventure",English,83,"The LEGO Movie is a 3D animated film which follows lead character, Emmet a completely ordinary LEGO mini-figure who is identified as the most ""extraordinary person"" and the key to saving the Lego universe. Emmet and his friends go on an epic journey to stop the evil tyrant, Lord Business.",https://m.media-amazon.com/images/M/MV5BMTg4MDk1ODExN15BMl5BanBnXkFtZTgwNzIyNjg3MDE@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",7-Feb-14,TRUE,100 min,The Lego Movie,movie,N/A,"Phil Lord, Christopher Miller, Dan Hageman",2014,tt1490017,7.7,"410,535"
Matthew Broderick,,Jeremy Irons,James Earl Jones,,,,,,,"Matthew Broderick, Jeremy Irons, James Earl Jones",Won 2 Oscars. 43 wins & 35 nominations total,"$424,979,720 ",United States,N/A,"Roger Allers, Rob Minkoff","Animation, Adventure, Drama","English, Swahili, Xhosa, Zulu",88,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",https://m.media-amazon.com/images/M/MV5BZGRiZDZhZjItM2M3ZC00Y2IyLTk3Y2MtMWY5YjliNDFkZTJlXkEyXkFqcGc@._V1_SX300.jpg,N/A,G,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",24-Jun-94,TRUE,88 min,The Lion King,movie,N/A,"Irene Mecchi, Jonathan Roberts, Linda Woolverton",1994,tt0110357,8.5,"1,240,876"
Timothy Dalton,,Maryam d'Abo,Jeroen Krabbé,,,,,,,"Timothy Dalton, Maryam d'Abo, Jeroen Krabbé",3 wins & 7 nominations total,"$51,185,897 ","United Kingdom, United States",N/A,John Glen,"Action, Adventure, Thriller","English, Arabic, French, German, Russian, Czech, Slovak, Dari, Pashtu",59,"James Bond 007's mission is to firstly, organise the defection of a top Soviet general. When the general is re-captured, Bond heads off to find why an ally of General Koskov was sent to murder him. Bond's mission continues to take him to Afghanistan, where he must confront an arms dealer known as Brad Whitaker. Everything eventually reveals its self to Bond.",https://m.media-amazon.com/images/M/MV5BNzU3NjJlZDItY2EzOC00NWU2LThiZjUtMTUzNjdiYmZlYWE0XkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",31-Jul-87,TRUE,130 min,The Living Daylights,movie,N/A,"Richard Maibaum, Michael G. Wilson, Ian Fleming",1987,tt0093428,6.7,"112,595"
Elijah Wood,,Ian McKellen,Orlando Bloom,,,,,,,"Elijah Wood, Ian McKellen, Orlando Bloom",Won 4 Oscars. 126 wins & 127 nominations total,"$325,873,309 ","New Zealand, United States, United Kingdom",N/A,Peter Jackson,"Adventure, Drama, Fantasy","English, Sindarin",92,"An ancient Ring thought lost for centuries has been found, and through a strange twist of fate has been given to a small Hobbit named Frodo. When Gandalf discovers the Ring is in fact the One Ring of the Dark Lord Sauron, Frodo must make an epic quest to the Cracks of Doom in order to destroy it. However, he does not go alone. He is joined by Gandalf, Legolas the elf, Gimli the Dwarf, Aragorn, Boromir, and his three Hobbit friends Merry, Pippin, and Samwise. Through mountains, snow, darkness, forests, rivers and plains, facing evil and danger at every corner the Fellowship of the Ring must go. Their quest to destroy the One Ring is the only hope for the end of the Dark Lords reign.",https://m.media-amazon.com/images/M/MV5BNzIxMDQ2YTctNDY4MC00ZTRhLTk4ODQtMTVlOWY4NTdiYmMwXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",19-Dec-01,TRUE,178 min,The Lord of the Rings: The Fellowship of the Ring,movie,N/A,"J.R.R. Tolkien, Fran Walsh, Philippa Boyens",2001,tt0120737,8.9,"2,181,462"
Elijah Wood,,Viggo Mortensen,Ian McKellen,,,,,,,"Elijah Wood, Viggo Mortensen, Ian McKellen",Won 11 Oscars. 215 wins & 124 nominations total,"$381,878,219 ","New Zealand, United States",N/A,Peter Jackson,"Adventure, Drama, Fantasy","English, Quenya, Old English, Sindarin",94,"The final confrontation between the forces of good and evil fighting for control of the future of Middle-earth. Frodo and Sam reach Mordor in their quest to destroy the One Ring, while Aragorn leads the forces of good against Sauron's evil army at the stone city of Minas Tirith.",https://m.media-amazon.com/images/M/MV5BMTZkMjBjNWMtZGI5OC00MGU0LTk4ZTItODg2NWM3NTVmNWQ4XkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",17-Dec-03,TRUE,201 min,The Lord of the Rings: The Return of the King,movie,N/A,"J.R.R. Tolkien, Fran Walsh, Philippa Boyens",2003,tt0167260,9,"2,130,965"
Elijah Wood,,Ian McKellen,Viggo Mortensen,,,,,,,"Elijah Wood, Ian McKellen, Viggo Mortensen",Won 2 Oscars. 132 wins & 139 nominations total,"$345,518,923 ","New Zealand, United States",N/A,Peter Jackson,"Adventure, Drama, Fantasy","English, Sindarin, Old English",87,"The continuing quest of Frodo and the Fellowship to destroy the One Ring. Frodo and Sam discover they are being followed by the mysterious Gollum. Aragorn, the Elf archer Legolas, and Gimli the Dwarf encounter the besieged Rohan kingdom, whose once great King Theoden has fallen under Saruman's deadly spell.",https://m.media-amazon.com/images/M/MV5BMGQxMDdiOWUtYjc1Ni00YzM1LWE2NjMtZTg3Y2JkMjEzMTJjXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",18-Dec-02,TRUE,179 min,The Lord of the Rings: The Two Towers,movie,N/A,"J.R.R. Tolkien, Fran Walsh, Philippa Boyens",2002,tt0167261,8.8,"1,924,755"
Roger Moore,,Christopher Lee,Britt Ekland,,,,,,,"Roger Moore, Christopher Lee, Britt Ekland",2 wins & 1 nomination total,"$20,972,000 ","United Kingdom, United States, Thailand, China",N/A,Guy Hamilton,"Action, Adventure, Thriller","English, Thai, Cantonese",43,"Scaramanga is a hitman who charges one million dollars per job. He becomes linked to the death of a scientist working on a powerful solar cell, and James Bond is called in to investigate. As he tracks down Scaramanga, he realizes that he is highly respected by the killer, but will this prove to be an advantage in the final showdown?",https://m.media-amazon.com/images/M/MV5BNzEzMzFiZDgtMWQ4YS00YmU1LWI5OTUtZjcwZmYyY2FlMTFhXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",20-Dec-74,TRUE,125 min,The Man with the Golden Gun,movie,N/A,"Richard Maibaum, Tom Mankiewicz, Ian Fleming",1974,tt0071807,6.7,"119,776"
Amy Adams,,Jason Segel,Chris Cooper,,,,,,,"Amy Adams, Jason Segel, Chris Cooper",Won 1 Oscar. 18 wins & 43 nominations total,"$88,631,237 ","United States, Japan, United Kingdom",N/A,James Bobin,"Adventure, Comedy, Family","English, Mandarin",75,"When 3 Muppet fans learn that Tex Richman wants to drill under the Muppet Theater for oil, Gary, Mary and Walter set out to find the Muppets who have been split up for years so that they can put on one last show and save the Muppet Theater. Kermit the Frog now lives in his own mansion depressed in Hollywood, 'The Great Gonzo' is a high class plumber at Gonzo's Royal Flush, Fozzie Bear performs with a tribute band called The Moopets, Miss Piggy is the plus-size fashion editor at Vogue Paris, and Animal is at a celebrity anger management rehab center in Santa Barbara.",https://m.media-amazon.com/images/M/MV5BMjE0MTM4NTc3NF5BMl5BanBnXkFtZTcwMjYzOTIxNg@@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",23-Nov-11,TRUE,103 min,The Muppets,movie,N/A,"Jason Segel, Nicholas Stoller, Jim Henson",2011,tt1204342,7.1,"99,159"
Gena Rowlands,,James Garner,Rachel McAdams,,,,,,,"Gena Rowlands, James Garner, Rachel McAdams",12 wins & 10 nominations total,"$81,417,274 ",United States,N/A,Nick Cassavetes,"Drama, Romance",English,53,"In a nursing home, resident Duke reads a romance story to an old woman who has senile dementia with memory loss. In the late 1930s, wealthy seventeen year-old Allie Hamilton is spending summer vacation in Seabrook. Local worker Noah Calhoun meets Allie at a carnival and they soon fall in love with each other. One day, Noah brings Allie to an ancient house that he dreams of buying and restoring and they attempt to make love but get interrupted by their friend. Allie's parents do not approve of their romance since Noah belongs to another social class, and they move to New York with her. Noah writes 365 letters (A Year) to Allie, but her mother Anne Hamilton does not deliver them to her daughter. Three years later, the United States joins the World War II and Noah and his best friend Fin enlist in the army, and Allie works as an army nurse. She meets injured soldier Lon Hammond in the hospital. After the war, they meet each other again going on dates and then, Lon, who is wealthy and handsome, proposes. Meanwhile Noah buys and restores the old house and many people want to buy it. When Allie accidentally sees the photo of Noah and his house in a newspaper, she feels divided between her first love and her commitment with Lon. Meanwhile Duke stops reading to the old lady since his children are visiting him in the nursing home.",https://m.media-amazon.com/images/M/MV5BZjE0ZjgzMzYtMTAxYi00NGMzLThmZDktNzFlMzA2MWRmYWQ0XkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",25-Jun-04,TRUE,123 min,The Notebook,movie,N/A,"Jeremy Leven, Jan Sardi, Nicholas Sparks",2004,tt0332280,7.8,"675,051"
Mel Gibson,,Heath Ledger,Joely Richardson,,,,,,,"Mel Gibson, Heath Ledger, Joely Richardson",Nominated for 3 Oscars. 9 wins & 23 nominations total,"$113,330,342 ","Germany, United States",N/A,Roland Emmerich,"Action, Drama, War","English, French",63,"It is 1776 in colonial South Carolina. Benjamin Martin, a French-Indian war hero who is haunted by his past, now wants nothing more than to live peacefully on his small plantation, and wants no part of a war with the most powerful nation in the world, Great Britain. Meanwhile, his two eldest sons, Gabriel and Thomas, can't wait to enlist in the newly formed ""Continental Army."" When South Carolina decides to join the rebellion against England, Gabriel immediately signs up to fight...without his father's permission. But when Colonel William Tavington, British dragoon, infamous for his brutal tactics, comes and burns the Martin Plantation to the ground, tragedy strikes. Benjamin quickly finds himself torn between protecting his family, and seeking revenge along with being a part of the birth of a new, young, and ambitious nation.",https://m.media-amazon.com/images/M/MV5BYThjZWExNTItYmE5Yi00ZDE3LTk1ZDktMGJiMWUyYTc2YmFkXkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",28-Jun-00,TRUE,165 min,The Patriot,movie,N/A,Robert Rodat,2000,tt0187393,7.2,"305,970"
Gerard Butler,,Emmy Rossum,Patrick Wilson,,,,,,,"Gerard Butler, Emmy Rossum, Patrick Wilson",Nominated for 3 Oscars. 7 wins & 42 nominations total,"$51,293,931 ","United Kingdom, United States",N/A,Joel Schumacher,"Drama, Musical, Romance","English, Italian",40,"Begins when an opera ghost terrorizes the cast and crew of the French Opera House while tutoring a chorus girl. He finally drives the lead soprano crazy so she and her friend leave. The girl is able to sing lead one night but the soprano doesn't want her show stolen so she comes back. The ghost demands they keep giving his protégé lead roles. Meanwhile, His pupil falls in love with the Vicomte de Chagny, but the Phantom is in love with Christine, his student. The Phantom is outraged by their love and kidnaps Christine to be his eternal bride. Will Raoul, the Vicomte, be able to stop this dastardly plan?",https://m.media-amazon.com/images/M/MV5BNDczNzg4OTM3MV5BMl5BanBnXkFtZTcwOTQzMTEzMw@@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",21-Jan-05,TRUE,143 min,The Phantom of the Opera,movie,N/A,"Gaston Leroux, Andrew Lloyd Webber, Joel Schumacher",2004,tt0293508,7.2,"136,113"
Cary Elwes,,Mandy Patinkin,Robin Wright,,,,,,,"Cary Elwes, Mandy Patinkin, Robin Wright",Nominated for 1 Oscar. 7 wins & 11 nominations total,"$30,857,814 ",United States,N/A,Rob Reiner,"Adventure, Comedy, Family",English,78,"An elderly man reads the book ""The Princess Bride"" to his sick and thus currently bedridden adolescent grandson, the reading of the book which has been passed down within the family for generations. The grandson is sure he won't like the story, with a romance at its core, he prefers something with lots of action and ""no kissing"", but he lets grandfather continue, because he doesn't want to hurt his feelings. The story centers on Buttercup, a former farm girl who has been chosen as the princess bride to Prince Humperdinck of Florian. Buttercup does not love him, she who still laments the death of her one true love, Westley, five years ago. Westley was a hired hand on the farm, his stock answer of ""as you wish"" to any request she made of him which she came to understand was his way of saying that he loved her. But Westley went away to sea, only to be killed by the Dread Pirate Roberts. On a horse ride to clear her mind of her upcoming predicament of marriage, Buttercup is kidnapped by a band of bandits: Vizzini who works on his wits, and his two associates, a giant named Fezzik who works on his brawn, and a Spaniard named Inigo Montoya, who has trained himself his entire life to be an expert swordsman. They in turn are chased by the Dread Pirate Roberts himself. But chasing them all is the Prince, and his men led by Count Tyrone Rugen. What happens to these collectives is dependent partly on Buttercup, who does not want to marry the Prince, and may see other options as lesser evils, and partly on the other motives of individuals within the groups. But a larger question is what the grandson will think of the story as it proceeds and at its end, especially as he sees justice as high a priority as action.",https://m.media-amazon.com/images/M/MV5BMjFiOTEyNGMtN2E4MC00ZjZlLTk3ZDQtNTU1ZGNiZTA1MzJlXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",9-Oct-87,TRUE,98 min,The Princess Bride,movie,N/A,William Goldman,1987,tt0093779,8,"479,423"
Nathan Lane,,Matthew Broderick,Uma Thurman,,,,,,,"Nathan Lane, Matthew Broderick, Uma Thurman",1 win & 17 nominations,"$19,398,532 ",United States,N/A,Susan Stroman,"Comedy, Crime, Musical","English, German, Swedish, Yiddish",52,"New York, 1959. Max Bialystock was once the king of Broadway, but now all his shows close on opening night. Things turn around when he's visited by the neurotic accountant Leo Bloom, who proposes a scheme tailor-made for producers who can only make flops: raise far more money than you need, then make sure the show is despised. No one will be interested in it, so you can pocket the surplus. To this end, they produce a musical called Springtime for Hitler written by escaped Nazi Franz Liebken. Then they get the insanely flamboyant Roger De Bris to direct. Finally, they hire as a lead actress the loopy Swedish bombshell Ulla (whose last name has over 15 syllables). As opening night draws near, what can go wrong? Well, there's no accounting for taste...",https://m.media-amazon.com/images/M/MV5BMGVhNmRlMGYtYWM1ZC00ZWU1LWFhOTAtZGY2ZWVkYWIyN2I4XkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",25-Dec-05,TRUE,134 min,The Producers,movie,N/A,"Mel Brooks, Thomas Meehan",2005,tt0395251,6.3,"45,365"
Leonardo DiCaprio,,Tom Hardy,Will Poulter,,,,,,,"Leonardo DiCaprio, Tom Hardy, Will Poulter",Won 3 Oscars. 94 wins & 193 nominations total,"$183,637,894 ","United States, Hong Kong, Taiwan, Argentina",N/A,Alejandro G. Iñárritu,"Adventure, Drama, Western","English, Pawnee, French",76,"While exploring uncharted wilderness in 1823, legendary frontiersman Hugh Glass sustains injuries from a brutal bear attack. When his hunting team leaves him for dead, Glass must utilize his survival skills to find a way back home while avoiding natives on their own hunt. Grief-stricken and fueled by vengeance, Glass treks through the wintry terrain to track down John Fitzgerald, the former confidant who betrayed and abandoned him.",https://m.media-amazon.com/images/M/MV5BYTgwNmQzZDctMjNmOS00OTExLTkwM2UtNzJmOTJhODFjOTdlXkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",8-Jan-16,TRUE,156 min,The Revenant,movie,N/A,"Mark L. Smith, Alejandro G. Iñárritu, Michael Punke",2015,tt1663202,8,"936,557"
Tim Curry,,Susan Sarandon,Barry Bostwick,,,,,,,"Tim Curry, Susan Sarandon, Barry Bostwick",4 wins & 4 nominations total,"$115,670,886 ","United Kingdom, United States",N/A,Jim Sharman,"Comedy, Horror, Musical",English,65,"On a wild and rain-swept late-November evening, somewhere at an empty stretch of road outside Ohio's merry Denton, blissfully-affianced, prudish, boringly-innocent young pair Brad Majors (Barry Bostwick) and Janet Weiss (Susan Sarandon) find themselves stranded on their way to visit an ex-tutor. Instead, the couple will inadvertently unearth the cross-dressing Dr. Frank-N-Furter's (Tim Curry's) spooky lair of inexhaustible oddities, just in time to partake in the out-of-this-world mad scientist's proud unveiling of his latest, delightfully extravagant, most daring creation: the ultimate male and the perfect sex symbol: the flaxen-haired Rocky Horror (Peter Hinwood). But, little by little, as the effervescent transgressive force gobbles up whole the unsuspecting visitors of the night, Brad and Janet slowly begin to embrace the potent fascinations of seduction, while an idolized Rocky roams free in the mansion. Who can interrupt man's union with the absolute pleasure?",https://m.media-amazon.com/images/M/MV5BOTg2YzY5ZGYtNDk1My00N2Q2LWFhN2YtZWU5YTkzODIyZGRmXkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",29-Sep-75,TRUE,100 min,The Rocky Horror Picture Show,movie,N/A,"Richard O'Brien, Jim Sharman",1975,tt0073629,7.4,"181,729"
Jack Nicholson,,Shelley Duvall,Danny Lloyd,,,,,,,"Jack Nicholson, Shelley Duvall, Danny Lloyd",6 wins & 9 nominations total,"$47,194,352 ","United Kingdom, United States",N/A,Stanley Kubrick,"Drama, Horror",English,68,"Haunted by a persistent writer's block, the aspiring author and recovering alcoholic, Jack Torrance, drags his wife, Wendy, and his gifted son, Danny, up snow-capped Colorado's secluded Overlook Hotel after taking up a job as an off-season caretaker. As the cavernous hotel shuts down for the season, the manager gives Jack a grand tour, and the facility's chef, the ageing Mr Hallorann, has a fascinating chat with Danny about a rare psychic gift called ""The Shining"", making sure to warn him about the hotel's abandoned rooms, and, in particular, the off-limits Room 237. However, instead of overcoming the dismal creative rut, little by little, Jack starts losing his mind, trapped in an unforgiving environment of seemingly endless snowstorms, and a gargantuan silent prison riddled with strange occurrences and eerie visions. Now, the incessant voices inside Jack's head demand sacrifice. Is Jack capable of murder?",https://m.media-amazon.com/images/M/MV5BNmM5ZThhY2ItOGRjOS00NzZiLWEwYTItNDgyMjFkOTgxMmRiXkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",13-Jun-80,TRUE,146 min,The Shining,movie,N/A,"Stephen King, Stanley Kubrick, Diane Johnson",1980,tt0081505,8.4,"1,209,484"
Jodie Foster,,Anthony Hopkins,Scott Glenn,,,,,,,"Jodie Foster, Anthony Hopkins, Scott Glenn",Won 5 Oscars. 71 wins & 50 nominations total,"$130,742,922 ",United States,N/A,Jonathan Demme,"Crime, Drama, Horror","English, Latin",86,"F.B.I. trainee Clarice Starling (Jodie Foster) works hard to advance her career, while trying to hide or put behind her West Virginia roots, of which if some knew, would automatically classify her as being backward or white trash. After graduation, she aspires to work in the agency's Behavioral Science Unit under the leadership of Jack Crawford (Scott Glenn). While she is still a trainee, Crawford asks her to question Dr. Hannibal Lecter (Sir Anthony Hopkins), a psychiatrist imprisoned, thus far, for eight years in maximum security isolation for being a serial killer who cannibalized his victims. Clarice is able to figure out the assignment is to pick Lecter's brains to help them solve another serial murder case, that of someone coined by the media as ""Buffalo Bill"" (Ted Levine), who has so far killed five victims, all located in the eastern U.S., all young women, who are slightly overweight (especially around the hips), all who were drowned in natural bodies of water, and all who were stripped of large swaths of skin. She also figures that Crawford chose her, as a woman, to be able to trigger some emotional response from Lecter. After speaking to Lecter for the first time, she realizes that everything with him will be a psychological game, with her often having to read between the very cryptic lines he provides. She has to decide how much she will play along, as his request in return for talking to him is to expose herself emotionally to him. The case takes a more dire turn when a sixth victim is discovered, this one from who they are able to retrieve a key piece of evidence, if Lecter is being forthright as to its meaning. A potential seventh victim is high profile Catherine Martin (Brooke Smith), the daughter of Senator Ruth Martin (Diane Baker), which places greater scrutiny on the case as they search for a hopefully still alive Catherine. Who may factor into what happens is Dr. Frederick Chilton (Anthony Heald), the warden at the prison, an opportunist who sees the higher profile with Catherine, meaning a higher profile for himself if he can insert himself successfully into the proceedings.",https://m.media-amazon.com/images/M/MV5BNDdhOGJhYzctYzYwZC00YmI2LWI0MjctYjg4ODdlMDExYjBlXkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",14-Feb-91,TRUE,118 min,The Silence of the Lambs,movie,N/A,"Thomas Harris, Ted Tally",1991,tt0102926,8.6,"1,690,179"
